ID [],Local [],Irradiance [W/m^2],T_ambient [Degrees Celsius],T_ground [Degrees Celsius],Wind [m/s],Cloud [okta],Pressure [Pa],Rain [mm/hr],Diffuse [W/m^2],Direct [W/m^2],Elevation [Degrees],Azimuth [Degrees]
1894,0000-03-19 21:30:00,0,5.168,3.601,3.795,5,102102.257,0.087,0,0,-30.582,318.271
1895,0000-03-19 22:30:00,0,4.884,3.058,3.533,5.167,102100.4,0.039,0,0,-35.641,335.164
1896,0000-03-19 23:30:00,0,4.71,2.52,3.563,4.81,102094.971,0.119,0,0,-38.11,339.979
1897,0000-03-20 00:30:00,0,4.482,2.378,3.624,4.862,102086.114,0.093,0,0,-37.576,12.707
1898,0000-03-20 01:30:00,0,4.3,2.295,3.426,5.067,102063.114,0.045,0,0,-34.135,30.753
1899,0000-03-20 02:30:00,0,4.245,2.157,3.673,5.266,102039.115,0.03,0,0,-28.321,46.957
1900,0000-03-20 03:30:00,0,4.285,2.022,3.586,5.314,102029.734,0.008,0,0,-20.827,61.273
1901,0000-03-20 04:30:00,0,4.185,1.894,3.798,5.138,102031.639,0.029,0,0,-12.275,74.151
1902,0000-03-20 05:30:00,0.489,4.134,1.711,3.498,6.147,102041.448,0.065,0.486,0.002,-3.171,86.202
1903,0000-03-20 06:30:00,33.796,4.803,1.943,3.678,5.767,102054.733,0.104,26.236,7.56,6.061,98.049
1904,0000-03-20 07:30:00,110.798,6.182,2.273,4.125,5.805,102067.495,0.039,73.235,37.566,15.019,110.306
1905,0000-03-20 08:30:00,195.114,6.988,2.654,4.682,5.967,102087.83,0.065,112.304,82.81,23.259,123.598
1906,0000-03-20 09:30:00,276.566,7.735,3.002,5.422,6.133,102097.019,0.039,151.046,125.52,30.24,138.496
1907,0000-03-20 10:30:00,369.272,8.546,3.308,5.678,5.962,102084.233,0.007,185.407,183.865,35.306,155.339
1908,0000-03-20 11:30:00,392.181,8.975,3.562,5.839,5.79,102063.067,0.005,199.052,193.128,37.787,173.767
1909,0000-03-20 12:30:00,380.131,9.276,4.147,6.084,5.656,102022.304,0.026,191.238,188.893,37.28,192.703
1910,0000-03-20 13:30:00,329.782,9.39,4.622,6.169,5.758,101979.829,0.029,171.336,158.446,33.875,210.696
1911,0000-03-20 14:30:00,262.803,9.504,5.093,6.03,5.643,101944.877,0.045,145.823,116.979,28.102,226.878
1912,0000-03-20 15:30:00,169.14,8.993,5.506,5.976,5.839,101918.948,0.074,105.341,63.8,20.642,241.192
